region id,original country,city id,city,lat,lon,region,resources,neighbours,region link,zone_id,battle_start,current country,invader,invader allies,defender allies,battle url,invader points,defender points,war_type,div_1,epic_1,end_t_1,div_2,epic_2,end_t_2,div_3,epic_3,end_t_3,div_4,epic_4,end_t_4,div_air,epic_air,end_t_air
203,France,97,Marseille,43.296482,5.36978,Provence Alpes Azur,,"Languedoc Roussillon, Rhone Alps, Piedmont, Liguria, Corsica",https://www.erepublik.com/en/main/region/Provence-Alpes-Azur,2.0,1771152668.0,Chile,France,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870198,5.0,13.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,42.99,0.0,
204,France,88,Lyon,45.764043,4.835659,Rhone Alps,,"Auvergne, Franche-comte, Burgundy, Romandie, Aosta Valley, Piedmont, Provence Alpes Azur, Languedoc Roussillon",https://www.erepublik.com/en/main/region/Rhone-Alps,2.0,1771153025.0,France,Italy,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870206,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,36.18,0.0,
205,France,102,Rouen,49.443232,1.099971,Upper Normandy,,"Paris Isle of France, Picardy, Lower Normandy, Loire Valley, South East of England",https://www.erepublik.com/en/main/region/Upper-Normandy,,,France,,,,,,,,,,,,,,,,,,,,,,
207,France,86,Lille,50.62925,3.057256,North Calais,,"Picardy, Flanders, Wallonia, South East of England",https://www.erepublik.com/en/main/region/North-Calais,,,France,,,,,,,,,,,,,,,,,,,,,,
208,Ireland,334,Dublin,53.3494426,-6.2600825,Dublin,,"Louth, Wexford, Wales, Shannon",https://www.erepublik.com/en/main/region/Dublin,4.0,1771149186.0,Ireland,Armenia,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870110,12.0,57.0,direct,23.180000000000007,0.0,1771154644.0,0.0,0.0,1771154644.0,99.27,0.0,,36.36,0.0,1771154704.0,44.08,0.0,1771154704.0
209,Ireland,335,Cork,51.8968917,-8.4863157,Cork,"Fish, Cattle, Wolfram","Shannon, Wexford, Maine, Massachusetts, Rhode Island, Connecticut, New York, Newfoundland and Labrador",https://www.erepublik.com/en/main/region/Cork,4.0,1771152311.0,Brazil,USA,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870127,20.0,34.0,direct,46.15,0.0,,50.0,0.0,,50.0,0.0,,37.79,0.0,,5.409999999999997,0.0,
210,Ireland,336,Limerick,52.6652,-8.6238,Shannon,"Fruits, Sand, Clay, Magnesium","Cork, Mayo, Wexford, Louth, Northern Ireland, Maine, Massachusetts, Rhode Island, Connecticut, New York, Newfoundland and Labrador, Dublin",https://www.erepublik.com/en/main/region/Shannon,4.0,1771154944.0,Ireland,Netherlands,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870140,7.0,47.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,41.5,0.0,
212,Ireland,337,Castlebar,53.8608,-9.2988,Mayo,Wood,"Shannon, Northern Ireland, Newfoundland and Labrador",https://www.erepublik.com/en/main/region/Mayo,,,Ireland,,,,,,,,,,,,,,,,,,,,,,
213,Ireland,338,Waterford,52.2527291,-7.1256084,Wexford,,"Cork, Shannon, Dublin, Louth, Wales",https://www.erepublik.com/en/main/region/Wexford,6.0,1771149605.0,Armenia,Netherlands,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870075,10.0,93.0,direct,50.0,0.0,1771155123.0,50.0,0.0,1771155064.0,0.1599999999999966,0.0,1771155064.0,64.13,0.0,,49.14,0.0,1771155123.0
215,Ireland,339,Dundalk,53.9979451,-6.405957,Louth,,"Dublin, Wexford, Shannon, Northern Ireland",https://www.erepublik.com/en/main/region/Louth,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,
216,United Kingdom,133,London,51.5073346,-0.1276831,London,,"South East of England, East of England",https://www.erepublik.com/en/main/region/London,3.0,1771153924.0,Brazil,United Kingdom,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870159,7.0,29.0,direct,47.06,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,73.65,0.0,
217,United Kingdom,141,Edinburgh,55.953252,-3.188267,Scotland,"Iron, Aluminum","North East of England, North West of England, Newfoundland and Labrador, Nordjylland, Vestlandet, Sorlandet, Northern Ireland",https://www.erepublik.com/en/main/region/Scotland,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
218,United Kingdom,139,Cardiff,51.481581,-3.17909,Wales,,"West Midlands, North West of England, Maine, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Newfoundland and Labrador, Wexford, Dublin",https://www.erepublik.com/en/main/region/Wales,1.0,1771152802.0,United Kingdom,Nigeria,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870244,0.0,0.0,direct,44.44,0.0,,50.0,0.0,,50.0,0.0,,45.79,0.0,,41.35,0.0,
219,United Kingdom,140,Belfast,54.5974433,-5.9340683,Northern Ireland,,"Louth, Mayo, Shannon, Scotland",https://www.erepublik.com/en/main/region/Northern-Ireland,6.0,1771149425.0,Republic of China (Taiwan),Netherlands,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870070,5.0,98.0,direct,50.0,0.0,1771154884.0,27.269999999999996,0.0,1771154884.0,50.0,0.0,1771154884.0,16.939999999999998,0.0,,43.8,0.0,1771154884.0
220,United Kingdom,340,Oxford,51.751724,-1.255285,South East of England,,"London, South West of England, West Midlands, East Midlands, East of England, North Calais, Picardy, Upper Normandy, Lower Normandy, Flanders",https://www.erepublik.com/en/main/region/South-East-of-England,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
221,United Kingdom,137,Bristol,51.454513,-2.58791,South West of England,,"West Midlands, South East of England, Maine, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Newfoundland and Labrador, Brittany, Lower Normandy",https://www.erepublik.com/en/main/region/South-West-of-England,4.0,1771150209.0,United Kingdom,France,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870117,10.0,44.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,82.55,0.0,,39.14,0.0,
222,United Kingdom,341,Nottingham,52.9547832,-1.1581086,East Midlands,,"East of England, North West of England, West Midlands, Yorkshire & Humberside, South East of England",https://www.erepublik.com/en/main/region/East-Midlands,,,Bulgaria,,,,,,,,,,,,,,,,,,,,,,
223,United Kingdom,135,Birmingham,52.486243,-1.890401,West Midlands,,"Wales, South West of England, North West of England, South East of England, East Midlands",https://www.erepublik.com/en/main/region/West-Midlands,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
224,United Kingdom,342,Norwich,52.6308859,1.297355,East of England,,"London, East Midlands, South East of England, Flanders, Southern Netherlands",https://www.erepublik.com/en/main/region/East-of-England,4.0,1771154406.0,United Kingdom,Netherlands,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870138,12.0,42.0,direct,46.67,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,18.67,0.0,
225,United Kingdom,343,Leeds,53.801279,-1.548567,Yorkshire & Humberside,"Fish, Fruits, Cattle, Iron","North West of England, North East of England, East Midlands",https://www.erepublik.com/en/main/region/Yorkshire-Humberside,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
226,United Kingdom,344,Newcastle upon Tyne,54.978252,-1.61778,North East of England,"Grain, Fish, Sand, Wood","Yorkshire & Humberside, Scotland, North West of England, Midtjylland",https://www.erepublik.com/en/main/region/North-East-of-England,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
227,United Kingdom,345,Manchester,53.466667,-2.233333,North West of England,,"Yorkshire & Humberside, East Midlands, West Midlands, Wales, Scotland, North East of England",https://www.erepublik.com/en/main/region/North-West-of-England,5.0,1771151287.0,Iran,United Kingdom,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870096,12.0,60.0,direct,32.81,0.0,,50.0,0.0,,50.0,0.0,,97.71,0.0,,66.75,0.0,
228,Belgium,145,Brussels,50.8503396,4.3517103,Brussels,"Fish, Fruits, Cattle, Wolfram","Wallonia, Flanders",https://www.erepublik.com/en/main/region/Brussels,3.0,1771153512.0,Belgium,Republic of China (Taiwan),No Allies,"Denmark, Latvia, Norway",https://www.erepublik.com/en/military/battlefield/870154,16.0,20.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,53.13,0.0,
229,Belgium,346,Antwerp,51.2192159,4.4028818,Flanders,"Oil, Clay","Brussels, Southern Netherlands, Wallonia, North Calais, South East of England, East of England",https://www.erepublik.com/en/main/region/Flanders,4.0,1771155189.0,Republic of China (Taiwan),France,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870143,12.0,42.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,
230,Belgium,148,Namur,50.465328,4.867665,Wallonia,"Iron, Aluminum, Magnesium, Titanium","Brussels, Rhineland-Palatinate, Southern Netherlands, Flanders, Champagne Ardenne, North Calais, North Rhine-Westphalia",https://www.erepublik.com/en/main/region/Wallonia,2.0,1771152606.0,Belgium,Estonia,Canada,"Denmark, Latvia, Norway",https://www.erepublik.com/en/military/battlefield/870203,5.0,13.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,29.569999999999993,0.0,,40.35,0.0,
231,Denmark,347,Copenhagen,55.67594,12.56553,Hovedstaden,,"Sjaelland, Scania",https://www.erepublik.com/en/main/region/Hovedstaden,,,Denmark,,,,,,,,,,,,,,,,,,,,,,
232,Denmark,348,Viborg,56.452027,9.396347,Midtjylland,Fruits,"Nordjylland, Syddanmark, North East of England, Sjaelland, Bohus",https://www.erepublik.com/en/main/region/Midtjylland,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,
233,Denmark,349,Aalborg,57.028811,9.917771,Nordjylland,,"Midtjylland, Scotland, Scania, Bohus, Ostlandet, Sorlandet",https://www.erepublik.com/en/main/region/Nordjylland,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,
235,Denmark,350,Soro,55.442645,11.5609369,Sjaelland,Sand,"Hovedstaden, Syddanmark, Scania, Midtjylland",https://www.erepublik.com/en/main/region/Sjaelland,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,
236,Denmark,351,Vejle,55.7113112,9.5363541,Syddanmark,,"Midtjylland, Sjaelland, Schleswig-Holstein and Hamburg",https://www.erepublik.com/en/main/region/Syddanmark,,,Denmark,,,,,,,,,,,,,,,,,,,,,,
237,Finland,233,Helsinki,60.169845,24.9385508,Southern Finland,,"Western Finland, Eastern Finland, Leningrad Oblast, Pohja-Eesti",https://www.erepublik.com/en/main/region/Southern-Finland,,,Republic of China (Taiwan),,,,,,,,,,,,,,,,,,,,,,
238,Finland,352,Turku,60.449249,22.259239,Western Finland,"Fruits, Cattle","Southern Finland, Aland, Eastern Finland, Oulu",https://www.erepublik.com/en/main/region/Western-Finland,,,Finland,,,,,,,,,,,,,,,,,,,,,,
239,Finland,353,Mikkeli,61.6858074,27.2734876,Eastern Finland,,"Southern Finland, Northern Russia, Western Finland, Oulu, Leningrad Oblast",https://www.erepublik.com/en/main/region/Eastern-Finland,15.0,1771152184.0,Philippines,Finland,Poland,No Allies,https://www.erepublik.com/en/military/battlefield/869910,114.0,138.0,direct,40.0,0.0,,50.0,0.0,,50.0,0.0,,78.46,0.0,,44.92,0.0,
240,Finland,354,Oulu,65.0126148,25.4714526,Oulu,"Grain, Deer, Iron, Titanium","Lapland, Northern Russia, Eastern Finland, Western Finland",https://www.erepublik.com/en/main/region/Oulu,,,Finland,,,,,,,,,,,,,,,,,,,,,,
241,Finland,355,Rovaniemi,66.4970216,25.724999,Lapland,"Saltpeter, Aluminum, Oil, Rubber","Oulu, Northern Russia, Nord-Norge, Norrland and Sameland",https://www.erepublik.com/en/main/region/Lapland,,,Finland,,,,,,,,,,,,,,,,,,,,,,
242,Finland,356,Mariehamn,60.0970945,19.9348339,Aland,,Western Finland,https://www.erepublik.com/en/main/region/Aland,,,Chile,,,,,,,,,,,,,,,,,,,,,,
243,Germany,161,Stuttgart,48.7754181,9.1817588,Baden-Wurttemberg,"Grain, Fish, Fruits, Cattle","Bavaria, Alsace, Hesse, Deutschschweiz",https://www.erepublik.com/en/main/region/Baden-Wurttemberg,,,Germany,,,,,,,,,,,,,,,,,,,,,,
244,Germany,164,Munich,48.1366069,11.5770851,Bavaria,,"Baden-Wurttemberg, Salzburg, Tyrol, Upper Austria, Vorarlberg, Southern Bohemia, Saxony, Thuringia, Hesse, Lower Saxony and Bremen, Deutschschweiz",https://www.erepublik.com/en/main/region/Bavaria,,,Germany,,,,,,,,,,,,,,,,,,,,,,
246,Germany,11,Berlin,52.519171,13.4060912,Brandenburg and Berlin,"Fish, Fruits","Saxony, Saxony-Anhalt, Mecklenburg-Western Pomerania, Great Poland, Silesia, Pomerania",https://www.erepublik.com/en/main/region/Brandenburg-and-Berlin,,,Poland,,,,,,,,,,,,,,,,,,,,,,
249,Germany,358,Wiesbaden,50.0630804,8.2433437,Hesse,,"North Rhine-Westphalia, Rhineland-Palatinate, Lower Saxony and Bremen, Bavaria, Baden-Wurttemberg, Alsace, Lorraine",https://www.erepublik.com/en/main/region/Hesse,,,Germany,,,,,,,,,,,,,,,,,,,,,,
250,Germany,359,Schwerin,53.6324347,11.4128898,Mecklenburg-Western Pomerania,"Fish, Fruits","Schleswig-Holstein and Hamburg, Brandenburg and Berlin, Pomerania, Scania, Saxony-Anhalt",https://www.erepublik.com/en/main/region/Mecklenburg,,,Germany,,,,,,,,,,,,,,,,,,,,,,
251,Germany,166,Bremen,53.0792962,8.8016937,Lower Saxony and Bremen,,"Schleswig-Holstein and Hamburg, Northern Netherlands, Saxony-Anhalt, Thuringia, Hesse, North Rhine-Westphalia, Eastern Netherlands",https://www.erepublik.com/en/main/region/Lower-Saxony-and-Bremen,5.0,1771150144.0,Germany,Spain,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870098,12.0,60.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,48.2,0.0,,33.599999999999994,0.0,
252,Germany,361,Dusseldorf,51.2277411,6.7734556,North Rhine-Westphalia,,"Hesse, Southern Netherlands, Lower Saxony and Bremen, Rhineland-Palatinate, Wallonia, Eastern Netherlands",https://www.erepublik.com/en/main/region/North-Rhine-Westphalia,2.0,1771149913.0,Estonia,Germany,No Allies,Canada,https://www.erepublik.com/en/military/battlefield/870173,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,4.719999999999999,0.0,,38.72,0.0,
253,Germany,362,Mainz,49.9928617,8.2472526,Rhineland-Palatinate,,"Hesse, Saarland, Wallonia, Lorraine, Alsace, North Rhine-Westphalia",https://www.erepublik.com/en/main/region/Rhineland-Palatinate,6.0,1771153084.0,Germany,Belgium,"Denmark, Latvia, Norway",No Allies,https://www.erepublik.com/en/military/battlefield/870083,25.0,65.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,6.049999999999997,0.0,
254,Germany,363,Saarbrucken,49.2401572,6.9969327,Saarland,,"Rhineland-Palatinate, Lorraine",https://www.erepublik.com/en/main/region/Saarland,,,Germany,,,,,,,,,,,,,,,,,,,,,,
255,Germany,165,Dresden,51.0504088,13.7372621,Saxony,,"Brandenburg and Berlin, Saxony-Anhalt, Thuringia, Northern Bohemia, Southern Bohemia, Bavaria, Silesia",https://www.erepublik.com/en/main/region/Saxony,,,Germany,,,,,,,,,,,,,,,,,,,,,,
256,Germany,364,Magdeburg,52.130807,11.628878,Saxony-Anhalt,,"Saxony, Thuringia, Brandenburg and Berlin, Lower Saxony and Bremen, Schleswig-Holstein and Hamburg, Mecklenburg-Western Pomerania",https://www.erepublik.com/en/main/region/Saxony-Anhalt,2.0,1771151225.0,Republic of China (Taiwan),Germany,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870171,0.0,18.0,direct,50.0,0.0,,28.83,0.0,,50.0,0.0,,0.0,0.0,,42.24,0.0,
257,Germany,167,Hamburg,53.5510846,9.9936818,Schleswig-Holstein and Hamburg,Wood,"Lower Saxony and Bremen, Mecklenburg-Western Pomerania, Syddanmark, Saxony-Anhalt",https://www.erepublik.com/en/main/region/Schleswig-Holstein-and-Hamburg,,,Germany,,,,,,,,,,,,,,,,,,,,,,
258,Germany,366,Erfurt,50.9847679,11.0298799,Thuringia,,"Saxony, Saxony-Anhalt, Lower Saxony and Bremen, Bavaria",https://www.erepublik.com/en/main/region/Thuringia,,,Germany,,,,,,,,,,,,,,,,,,,,,,
259,Italy,367,L'Aquila,42.3498479,13.3995091,Abruzzo,,"Marche, Lazio, Molise",https://www.erepublik.com/en/main/region/Abruzzo,,,Italy,,,,,,,,,,,,,,,,,,,,,,
260,Italy,368,Aosta,45.7349445,7.3130718,Aosta Valley,,"Piedmont, Rhone Alps, Romandie",https://www.erepublik.com/en/main/region/Aosta-Valley,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
261,Italy,369,Bari,41.1171432,16.8718715,Apulia,,"Basilicata, Molise, Campania, Ionian Islands, Montenegrin Coast, South Dalmatia, Albanian Coast",https://www.erepublik.com/en/main/region/Apulia,2.0,1771152366.0,Italy,Croatia,North Korea,No Allies,https://www.erepublik.com/en/military/battlefield/870200,5.0,13.0,direct,50.0,0.0,,50.0,0.0,,40.91,0.0,,100.0,0.0,,89.38,0.0,
262,Italy,370,Potenza,40.6404067,15.8056041,Basilicata,,"Apulia, Calabria, Campania",https://www.erepublik.com/en/main/region/Basilicata,2.0,1771152365.0,Republic of China (Taiwan),Italy,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870193,0.0,18.0,direct,50.0,0.0,,100.0,0.0,,50.0,0.0,,81.3,0.0,,65.7,0.0,
263,Italy,371,Catanzaro,38.9097919,16.5876516,Calabria,,"Sicily, Basilicata",https://www.erepublik.com/en/main/region/Calabria,3.0,1771153564.0,United Arab Emirates,Republic of China (Taiwan),No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870155,5.0,31.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,100.0,0.0,
264,Italy,109,Naples,40.8517746,14.2681244,Campania,,"Lazio, Molise, Basilicata, Apulia",https://www.erepublik.com/en/main/region/Campania,4.0,1771151645.0,Italy,Netherlands,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870116,5.0,49.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,100.0,0.0,,66.33,0.0,
265,Italy,110,Bologna,44.494887,11.3426163,Emilia-Romagna,,"Tuscany, Veneto, Liguria, Marche, Lombardy, Piedmont",https://www.erepublik.com/en/main/region/Emilia-Romagna,,,Philippines,,,,,,,,,,,,,,,,,,,,,,
266,Italy,372,Trieste,45.6495354,13.7779716,Friuli-Venezia Giulia,,"Veneto, Carinthia, Slovenian Littoral",https://www.erepublik.com/en/main/region/Friuli-Venezia-Giulia,9.0,1771150625.0,Italy,Brazil,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870036,27.0,117.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,84.49,0.0,,48.6,0.0,
267,Italy,13,Rome,41.9015141,12.4607737,Lazio,Sand,"Campania, Abruzzo, Umbria, Molise, Marche, Tuscany, Sardinia",https://www.erepublik.com/en/main/region/Lazio,2.0,1771151646.0,Ireland,Italy,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870192,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,100.0,0.0,,100.0,0.0,
268,Italy,373,Genoa,44.4056499,8.946256,Liguria,,"Emilia-Romagna, Piedmont, Provence Alpes Azur, Tuscany",https://www.erepublik.com/en/main/region/Liguria,2.0,1771152245.0,Philippines,Italy,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870196,5.0,13.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,77.69,0.0,,32.45,0.0,
269,Italy,103,Milan,45.4654542,9.186516,Lombardy,,"Piedmont, Trentino-South Tyrol, Emilia-Romagna, Veneto, Graubunden, Svizzera italiana",https://www.erepublik.com/en/main/region/Lombardy,2.0,1771151768.0,Indonesia,Italy,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870191,0.0,18.0,direct,50.0,0.0,,2.680000000000007,0.0,,50.0,0.0,,0.0,0.0,,44.84,0.0,
270,Italy,374,Ancona,43.6158299,13.518915,Marche,,"Tuscany, Umbria, Abruzzo, Emilia-Romagna, Lazio",https://www.erepublik.com/en/main/region/Marche,,,Italy,,,,,,,,,,,,,,,,,,,,,,
271,Italy,375,Campobasso,41.5602544,14.6627161,Molise,,"Abruzzo, Campania, Apulia, Lazio",https://www.erepublik.com/en/main/region/Molise,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,
272,Italy,111,Turin,45.0629022,7.6784897,Piedmont,,"Lombardy, Aosta Valley, Liguria, Rhone Alps, Provence Alpes Azur, Emilia-Romagna, Deutschschweiz, Svizzera italiana, Romandie",https://www.erepublik.com/en/main/region/Piedmont,,,Italy,,,,,,,,,,,,,,,,,,,,,,
273,Italy,108,Cagliari,39.2238411,9.1216613,Sardinia,"Grain, Fruits, Cattle","Corsica, Lazio, Sicily, Balearic Islands",https://www.erepublik.com/en/main/region/Sardinia,2.0,1771150565.0,Italy,Spain,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870181,5.0,13.0,direct,50.0,0.0,,0.0,0.0,,50.0,0.0,,38.66,0.0,,49.24,0.0,
274,Italy,107,Palermo,38.1156879,13.3612671,Sicily,"Deer, Clay, Wood, Cobalt","Calabria, Sardinia",https://www.erepublik.com/en/main/region/Sicily,,,Italy,,,,,,,,,,,,,,,,,,,,,,
275,Italy,376,Trento,46.0696924,11.1210886,Trentino-South Tyrol,,"Lombardy, Veneto, Salzburg, Tyrol, Graubunden",https://www.erepublik.com/en/main/region/Trentino-South-Tyrol,,,Italy,,,,,,,,,,,,,,,,,,,,,,
276,Italy,106,Florence,43.7710332,11.2480006,Tuscany,,"Emilia-Romagna, Marche, Umbria, Liguria, Lazio, Corsica",https://www.erepublik.com/en/main/region/Tuscany,11.0,1771152905.0,Armenia,Italy,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870016,48.0,132.0,direct,50.0,0.0,,100.0,0.0,,50.0,0.0,,21.61,0.0,,33.95,0.0,
277,Italy,377,Perugia,43.1107168,12.3908279,Umbria,,"Marche, Tuscany, Lazio",https://www.erepublik.com/en/main/region/Umbria,2.0,1771152311.0,Australia,Italy,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870194,7.0,11.0,direct,0.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,43.0,0.0,
278,Italy,105,Venice,45.4408474,12.3155151,Veneto,,"Emilia-Romagna, Trentino-South Tyrol, Friuli-Venezia Giulia, Salzburg, Lombardy",https://www.erepublik.com/en/main/region/Veneto,,,Brazil,,,,,,,,,,,,,,,,,,,,,,
291,Norway,385,Tromso,69.6492047,18.9553238,Nord-Norge,"Fish, Fruits, Cobalt, Wolfram","Trondelag, Lapland, Norrland and Sameland, Northern Russia, Svalbard & Jan Mayen",https://www.erepublik.com/en/main/region/Nord-Norge,,,Norway,,,,,,,,,,,,,,,,,,,,,,
292,Norway,386,Kristiansand,58.150937,7.9961926,Sorlandet,,"Vestlandet, Ostlandet, Scotland, Nordjylland",https://www.erepublik.com/en/main/region/Sorlandet,,,Norway,,,,,,,,,,,,,,,,,,,,,,
293,Norway,387,Trondheim,63.4305149,10.3950528,Trondelag,,"Ostlandet, Nord-Norge, Jamtland Harjedalen, Vestlandet, Svealand",https://www.erepublik.com/en/main/region/Trondelag,,,Brazil,,,,,,,,,,,,,,,,,,,,,,
294,Norway,388,Bergen,60.3912628,5.3220544,Vestlandet,,"Ostlandet, Sorlandet, Trondelag, Scotland, Northern Netherlands",https://www.erepublik.com/en/main/region/Vestlandet,,,Poland,,,,,,,,,,,,,,,,,,,,,,
295,Norway,230,Oslo,59.9138688,10.7522454,Ostlandet,,"Vestlandet, Sorlandet, Trondelag, Svealand, Gotaland, Bohus, Nordjylland, Jamtland Harjedalen",https://www.erepublik.com/en/main/region/Ostlandet,13.0,1771154643.0,Norway,Sweden,No Allies,Belgium,https://www.erepublik.com/en/military/battlefield/869973,83.0,133.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,2.8499999999999943,0.0,,44.06,0.0,
306,Poland,398,Gdansk,54.3520252,18.6466384,Pomerania,"Iron, Saltpeter, Aluminum, Oil","Mazuria, Great Poland, Brandenburg and Berlin, Mecklenburg-Western Pomerania, Mazovia, Kaliningrad, Scania",https://www.erepublik.com/en/main/region/Pomerania,,,Poland,,,,,,,,,,,,,,,,,,,,,,
307,Poland,393,Wroclaw,51.1078852,17.0385376,Silesia,"Grain, Cattle","Great Poland, Little Poland, Northern Bohemia, Moravia, Brandenburg and Berlin, Saxony, Mazovia",https://www.erepublik.com/en/main/region/Silesia,,,Poland,,,,,,,,,,,,,,,,,,,,,,
312,Slovakia,232,Bratislava,48.1462386,17.1072618,Bratislava,"Fish, Fruits, Cattle","Western Slovakia, Western Transdanubia, Lower Austria, Burgenland",https://www.erepublik.com/en/main/region/Bratislava,2.0,1771154044.0,United Arab Emirates,Hungary,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870211,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,0.0,0.0,
315,Slovakia,406,Nitra,48.3098916,18.0858758,Western Slovakia,"Sand, Magnesium, Titanium","Bratislava, Central Slovakia, Lower Austria, Moravia, Central Hungary, Western Transdanubia, Central Transdanubia",https://www.erepublik.com/en/main/region/Western-Slovakia,5.0,1771150805.0,United Arab Emirates,Slovakia,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870101,5.0,67.0,direct,52.02,0.0,,48.39,0.0,,50.0,0.0,,44.01,0.0,,57.65,0.0,
316,Slovakia,407,Zilina,49.2195481,18.7412735,Central Slovakia,Fish,"Eastern Slovakia, Western Slovakia, Little Poland, Moravia, Northern Hungary",https://www.erepublik.com/en/main/region/Central-Slovakia,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,
319,Slovakia,410,Kosice,48.7222588,21.2569865,Eastern Slovakia,,"Central Slovakia, Subcarpathia, Northern Hungary, Little Poland",https://www.erepublik.com/en/main/region/Eastern-Slovakia,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,
320,Sweden,227,Stockholm,59.32893,18.06491,Svealand,"Iron, Aluminum, Oil","Gotaland, Ostlandet, Trondelag, Jamtland Harjedalen, Norrland and Sameland, Gotland",https://www.erepublik.com/en/main/region/Svealand,,,Sweden,,,,,,,,,,,,,,,,,,,,,,
321,Sweden,411,Umea,63.8258471,20.2630354,Norrland and Sameland,"Sand, Clay, Wood","Jamtland Harjedalen, Lapland, Nord-Norge, Svealand",https://www.erepublik.com/en/main/region/Norrland-Sameland,,,Bulgaria,,,,,,,,,,,,,,,,,,,,,,
322,Sweden,412,Ostersund,63.1766832,14.6360681,Jamtland Harjedalen,,"Norrland and Sameland, Trondelag, Svealand, Ostlandet",https://www.erepublik.com/en/main/region/Jamtland-Harjedalen,1.0,1771148541.0,Sweden,Bulgaria,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870213,0.0,16.0,direct,30.58,0.0,1771153983.0,100.0,0.0,,50.0,0.0,1771153983.0,48.31,0.0,1771153983.0,22.769999999999996,0.0,1771154524.0
323,Sweden,414,Goteborg,57.70887,11.97456,Bohus,,"Scania, Ostlandet, Gotaland, Nordjylland, Midtjylland",https://www.erepublik.com/en/main/region/Bohus,,,Sweden,,,,,,,,,,,,,,,,,,,,,,
