region id,original country,city id,city,lat,lon,region,resources,neighbours,region link
370,China,449,Wuhan,30.593099,114.305393,Hubei,,"Hunan, Anhui, Jiangxi, Henan, Shaanxi, Chongqing",https://www.erepublik.com/en/main/region/Hubei
371,China,450,Changsha,28.228209,112.938814,Hunan,,"Hubei, Jiangxi, Guangdong, Guizhou, Chongqing, Anhui, Guangxi",https://www.erepublik.com/en/main/region/Hunan
372,China,451,Nanjing,32.060255,118.796877,Jiangsu,,"Zhejiang, Anhui, Shandong, Shanghai, Jeollanam-do, Jeju, Chungcheongnam-do, Jeollabuk-do",https://www.erepublik.com/en/main/region/Jiangsu
373,China,452,Nanchang,28.68316,115.858089,Jiangxi,,"Hunan, Fujian, Guangdong, Zhejiang, Hubei, Anhui",https://www.erepublik.com/en/main/region/Jiangxi
375,China,454,Shenyang,41.80572,123.43147,Liaoning,,"Jilin, Beijing, Shandong, Pyongan, Inner Mongolia",https://www.erepublik.com/en/main/region/Liaoning
377,China,456,Xi'an,34.341568,108.940175,Shaanxi,,"Sichuan, Gansu, Shanxi, Hubei, Henan, Ningxia, Chongqing, Inner Mongolia",https://www.erepublik.com/en/main/region/Shaanxi
378,China,458,Jinan,36.650997,117.120497,Shandong,,"Henan, Jiangsu, Gyeonggi-do, Chungcheongnam-do, Jeollabuk-do, Liaoning, Beijing",https://www.erepublik.com/en/main/region/Shandong
379,China,457,Taiyuan,37.87059,112.548879,Shanxi,,"Inner Mongolia, Henan, Shaanxi, Ningxia, Beijing",https://www.erepublik.com/en/main/region/Shanxi
380,China,459,Chengdu,30.658601,104.064856,Sichuan,"Grain, Fruits, Cattle","Shaanxi, Gansu, Yunnan, Tibet, Chongqing, Henan",https://www.erepublik.com/en/main/region/Sichuan
381,China,460,Kunming,24.880182,102.832861,Yunnan,,"Sichuan, Guizhou, Guangxi, Tibet, Chongqing",https://www.erepublik.com/en/main/region/Yunnan
382,China,461,Hangzhou,30.274089,120.155069,Zhejiang,Fish,"Fujian, Shanghai, Anhui, Jiangxi, Jiangsu, Kyushu",https://www.erepublik.com/en/main/region/Zhejiang
384,China,444,Guiyang,26.647449,106.630143,Guizhou,,"Hunan, Guangxi, Yunnan, Chongqing",https://www.erepublik.com/en/main/region/Guizhou
385,China,445,Haikou,20.030793,110.328859,Hainan,,"Guangdong, Guangxi, Luzon, Southern Taiwan",https://www.erepublik.com/en/main/region/Hainan
386,China,448,Zhengzhou,34.7466,113.625368,Henan,,"Shandong, Shanxi, Hubei, Shaanxi, Anhui, Beijing, Sichuan",https://www.erepublik.com/en/main/region/Henan
387,China,453,Changchun,43.817084,125.323542,Jilin,,"Heilongjiang, Liaoning, Far Eastern Russia, Chagang, Ryanggang, Hamgyong, Pyongan, Inner Mongolia",https://www.erepublik.com/en/main/region/Jilin
389,China,455,Xining,36.617144,101.778228,Qinghai,,"Gansu, Xinjiang, Ningxia, Tibet",https://www.erepublik.com/en/main/region/Qinghai
390,China,462,Nanning,22.817239,108.366129,Guangxi,,"Guangdong, Guizhou, Hainan, Yunnan, Hunan",https://www.erepublik.com/en/main/region/Guangxi
391,China,463,Hohhot,40.842299,111.749138,Inner Mongolia,,"Beijing, Shanxi, Ningxia, Eastern Siberia, Heilongjiang, Shaanxi, Jilin, Gansu, Xinjiang, Liaoning",https://www.erepublik.com/en/main/region/Inner-Mongolia
392,China,464,Yinchuan,38.487194,106.230909,Ningxia,,"Inner Mongolia, Gansu, Shaanxi, Qinghai, Shanxi",https://www.erepublik.com/en/main/region/Ningxia
393,China,465,Urumqi,43.825645,87.616823,Xinjiang,,"Qinghai, Tibet, Western Siberia, Jammu and Kashmir, North-West Frontier Province, Inner Mongolia, Gansu",https://www.erepublik.com/en/main/region/Xinjiang
394,China,466,Lhasa,29.645554,91.140856,Tibet,Limestone,"Yunnan, Sichuan, Xinjiang, Qinghai, North Eastern India, Jammu and Kashmir, Northern India, West Bengal",https://www.erepublik.com/en/main/region/Tibet
395,China,9,Beijing,39.90403,116.407526,Beijing,Aluminum,"Inner Mongolia, Liaoning, Shanxi, Henan, Shandong",https://www.erepublik.com/en/main/region/Beijing
396,China,468,Chongqing,29.56301,106.551557,Chongqing,,"Sichuan, Guizhou, Hunan, Shaanxi, Yunnan, Hubei",https://www.erepublik.com/en/main/region/Chongqing
397,China,467,Shanghai,31.230393,121.473704,Shanghai,,"Zhejiang, Anhui, Jiangsu, Kyushu",https://www.erepublik.com/en/main/region/Shanghai
413,Greece,482,Alexandroupoli,40.8457193,25.873962,Thrace,,"Macedonia, Marmara, Plovdiv, Sofia, Aegean Islands",https://www.erepublik.com/en/main/region/Thrace
414,Greece,483,Thessaloniki,40.6393495,22.9446064,Macedonia,,"Thrace, Thessaly, Sofia, Epirus, Central Greece, Aegean Islands, Povardarie, Western Macedonia, Eastern Macedonia, Southeastern Albania",https://www.erepublik.com/en/main/region/Macedonia
415,Greece,490,Larissa,39.6390224,22.4191254,Thessaly,,"Central Greece, Macedonia, Epirus",https://www.erepublik.com/en/main/region/Thessaly
416,Greece,484,Ioannina,39.6675,20.85083,Epirus,,"Thessaly, Central Greece, Macedonia, Ionian Islands, Albanian Coast, Southeastern Albania",https://www.erepublik.com/en/main/region/Epirus
417,Greece,485,Lamia,38.8959734,22.4349003,Central Greece,,"Thessaly, Attica, Peloponnese, Epirus, Macedonia, Aegean Islands, Ionian Islands",https://www.erepublik.com/en/main/region/Central-Greece
418,Greece,238,Athens,37.9837155,23.7293097,Attica,,"Central Greece, Peloponnese, Aegean Islands, Crete",https://www.erepublik.com/en/main/region/Attica
419,Greece,486,Tripoli,37.5101357,22.372644,Peloponnese,"Fish, Cattle","Attica, Central Greece, Aegean Islands, Crete, Ionian Islands",https://www.erepublik.com/en/main/region/Peloponnese
420,Greece,489,Chios,38.3709813,26.1363457,Aegean Islands,,"Crete, Peloponnese, Attica, Marmara, Macedonia, Aegean Coast of Turkey, Central Greece, Thrace, Mediterranean Coast of Turkey, Southern Cyprus, Lower Egypt",https://www.erepublik.com/en/main/region/Aegean-Islands
421,Greece,488,Corfu,39.6118388,19.8306051,Ionian Islands,,"Epirus, Apulia, Central Greece, Peloponnese, Albanian Coast",https://www.erepublik.com/en/main/region/Ionian-Islands
422,Greece,487,Heraklion,35.3387352,25.1442126,Crete,"Fruits, Magnesium","Tel Aviv Center District, Aegean Islands, Attica, Peloponnese, Lower Egypt",https://www.erepublik.com/en/main/region/Crete
423,Poland,402,Olsztyn,53.778422,20.4801193,Mazuria,,"Pomerania, Mazovia, Kaliningrad, Dainava, Sudovia",https://www.erepublik.com/en/main/region/Mazuria
424,Poland,231,Warsaw,52.2296756,21.0122287,Mazovia,"Sand, Clay, Wood, Granite","Mazuria, Little Poland, Great Poland, Pomerania, Dainava, Sudovia, Brestskaya, Hrodzienskaya, Silesia",https://www.erepublik.com/en/main/region/Mazovia
425,Poland,391,Krakow,50.0646501,19.9449799,Little Poland,,"Galicia and Lodomeria, Mazovia, Silesia, Central Slovakia, Great Poland, Volhynia, Subcarpathia, Eastern Slovakia, Brestskaya",https://www.erepublik.com/en/main/region/Little-Poland
426,Poland,390,Poznan,52.406374,16.9251681,Great Poland,,"Silesia, Pomerania, Mazovia, Brandenburg and Berlin, Little Poland",https://www.erepublik.com/en/main/region/Great-Poland
437,Czech Republic,471,Plzen,49.7384252,13.37362,Southern Bohemia,Iron,"Northern Bohemia, Upper Austria, Lower Austria, Moravia, Bavaria, Saxony",https://www.erepublik.com/en/main/region/Southern-Bohemia
440,Czech Republic,479,Brno,49.1950602,16.6068371,Moravia,,"Northern Bohemia, Central Slovakia, Lower Austria, Southern Bohemia, Silesia, Western Slovakia",https://www.erepublik.com/en/main/region/Moravia
442,Czech Republic,229,Prague,50.0755381,14.4378005,Northern Bohemia,Sand,"Southern Bohemia, Moravia, Saxony, Silesia",https://www.erepublik.com/en/main/region/Northern-Bohemia
443,India,241,New Delhi,28.635308,77.22496,Northern India,,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Punjab, Tibet",https://www.erepublik.com/en/main/region/Northern-India
445,India,491,Lucknow,26.8465108,80.9466832,Uttar Pradesh,,"Madhya Pradesh, Rajasthan, Northern India, Bihar",https://www.erepublik.com/en/main/region/Uttar-Pradesh
446,India,492,Jaipur,26.9124165,75.7872879,Rajasthan,,"Madhya Pradesh, Gujarat, Northern India, Uttar Pradesh, Punjab, Sindh",https://www.erepublik.com/en/main/region/Rajasthan
447,India,493,Bhopal,23.2599333,77.412615,Madhya Pradesh,,"Rajasthan, Uttar Pradesh, Gujarat, Chhattisgarh, Maharashtra, Bihar",https://www.erepublik.com/en/main/region/Madhya-Pradesh
448,India,494,Gandhinagar,23.2248196,72.6463769,Gujarat,,"Madhya Pradesh, Rajasthan, Maharashtra, Sindh",https://www.erepublik.com/en/main/region/Gujarat
449,India,495,Mumbai,19.0759837,72.8776559,Maharashtra,"Neodymium, Cobalt, Titanium, Wolfram","Gujarat, Andhra Pradesh, Madhya Pradesh, Karnataka, Chhattisgarh",https://www.erepublik.com/en/main/region/Maharashtra
450,India,496,Hyderabad,17.385044,78.486671,Andhra Pradesh,,"Tamil Nadu, Chhattisgarh, Maharashtra, Karnataka, Orissa",https://www.erepublik.com/en/main/region/Andhra-Pradesh
451,India,497,Bangalore,12.9715987,77.5945627,Karnataka,"Grain, Fruits, Cattle, Deer","Kerala, Tamil Nadu, Maharashtra, Andhra Pradesh",https://www.erepublik.com/en/main/region/Karnataka
452,India,498,Chennai,13.060422,80.249583,Tamil Nadu,Fish,"Karnataka, Andhra Pradesh, Southern Thailand, Kerala",https://www.erepublik.com/en/main/region/Tamil-Nadu
453,India,499,Thiruvananthapuram,8.4874949,76.948623,Kerala,Aluminum,"Karnataka, Tamil Nadu",https://www.erepublik.com/en/main/region/Kerala
454,India,500,Bhubaneswar,20.2960587,85.8245398,Orissa,,"Chhattisgarh, Jharkhand, West Bengal, Andhra Pradesh",https://www.erepublik.com/en/main/region/Orissa
455,India,501,Raipur,21.2513844,81.6296413,Chhattisgarh,,"Madhya Pradesh, Orissa, Andhra Pradesh, Jharkhand, Maharashtra",https://www.erepublik.com/en/main/region/Chhattisgarh
456,India,502,Ranchi,23.3440997,85.309562,Jharkhand,,"Orissa, West Bengal, Bihar, Chhattisgarh",https://www.erepublik.com/en/main/region/Jharkhand
457,India,503,Calcutta,22.572646,88.363895,West Bengal,,"Orissa, Jharkhand, North Eastern India, Bihar, Tibet",https://www.erepublik.com/en/main/region/West-Bengal
458,India,504,Patna,25.61046,85.141667,Bihar,,"Uttar Pradesh, Jharkhand, West Bengal, Madhya Pradesh",https://www.erepublik.com/en/main/region/Bihar
459,India,505,Shillong,25.5787726,91.8932535,North Eastern India,,"West Bengal, Tibet",https://www.erepublik.com/en/main/region/North-Eastern-India
460,Indonesia,506,Medan,3.585242,98.6755979,Sumatra,"Grain, Fruits, Cattle, Deer","Java, Southern Thailand, Peninsular Malaysia, Singapore City, Sarawak, Kalimantan",https://www.erepublik.com/en/main/region/Sumatra
461,Indonesia,242,Jakarta,-6.211544,106.845172,Java,,"Sumatra, Lesser Sunda Islands, Western Australia, Kalimantan",https://www.erepublik.com/en/main/region/Java
462,Indonesia,508,Samarinda,-0.502183,117.153801,Kalimantan,,"Sulawesi, Lesser Sunda Islands, Sabah, Sarawak, Peninsular Malaysia, Mindanao, Sumatra, Java",https://www.erepublik.com/en/main/region/Kalimantan
463,Indonesia,507,Mataram,-8.5833333,116.1166667,Lesser Sunda Islands,"Grain, Fish","Java, Sulawesi, Kalimantan, Western Australia, Northern Territory, Maluku islands",https://www.erepublik.com/en/main/region/Lesser-Sunda-Islands
464,Indonesia,509,Palu,-0.898583,119.850601,Sulawesi,,"Maluku islands, Lesser Sunda Islands, Kalimantan, Mindanao",https://www.erepublik.com/en/main/region/Sulawesi
465,Indonesia,510,Ambon,-3.65607,128.166419,Maluku islands,"Neodymium, Magnesium, Cobalt, Wolfram","Sulawesi, Papua, Northern Territory, Mindanao, Lesser Sunda Islands",https://www.erepublik.com/en/main/region/Maluku-islands
466,Indonesia,511,Jayapura,-2.541279,140.71373,Papua,,"Maluku islands, Queensland, Northern Territory, Hawaii",https://www.erepublik.com/en/main/region/Papua
467,Israel,512,Jerusalem,31.768319,35.21371,Jerusalem district,"Iron, Saltpeter, Aluminum, Oil","Beersheba South District, Tel Aviv Center District",https://www.erepublik.com/en/main/region/Jerusalem-district
468,Israel,513,Nazareth,32.699635,35.303546,Nazareth North District,"Fish, Iron","Haifa district, Tel Aviv Center District, Southern Cyprus",https://www.erepublik.com/en/main/region/Nazareth-North-District
469,Israel,514,Haifa,32.830361,34.974338,Haifa district,,"Tel Aviv Center District, Nazareth North District, Mediterranean Coast of Turkey",https://www.erepublik.com/en/main/region/Haifa-district
470,Israel,515,Tel Aviv,32.066158,34.777819,Tel Aviv Center District,,"Haifa district, Jerusalem district, Nazareth North District, Crete, Beersheba South District",https://www.erepublik.com/en/main/region/Tel-Aviv-Center-District
471,Israel,516,Beersheba,31.252973,34.791462,Beersheba South District,"Fish, Fruits, Cattle","Jerusalem district, Sinai, Al Jawf, Tel Aviv Center District",https://www.erepublik.com/en/main/region/Beersheba-South-District
472,Iran,521,Kerman,30.28027,57.06702,Kerman Province,,"Hormozgan, South Khorasan, Yazd, Fars, Sistan and Baluchistan",https://www.erepublik.com/en/main/region/Kerman-Province
473,Iran,520,Zahedan,29.4963889,60.8627778,Sistan and Baluchistan,"Saltpeter, Aluminum, Oil, Rubber","Hormozgan, South Khorasan, Kerman Province, Balochistan",https://www.erepublik.com/en/main/region/Sistan-Baluchistan
474,Iran,526,Birjand,32.880299,59.210411,South Khorasan,,"Razavi Khorasan, Yazd, Kerman Province, Sistan and Baluchistan, Semnan, Esfahan",https://www.erepublik.com/en/main/region/South-Khorasan
475,Iran,525,Mashhad,36.3,59.6,Razavi Khorasan,,"South Khorasan, Mazandaran and Golistan, Semnan",https://www.erepublik.com/en/main/region/Razavi-Khorasan
476,Iran,522,Yazd,31.89661,54.36068,Yazd,,"South Khorasan, Esfahan, Kerman Province, Fars",https://www.erepublik.com/en/main/region/Yazd
477,Iran,524,Semnan,35.572269,53.396049,Semnan,"Grain, Fruits, Cattle, Deer","Northwestern Iran, Mazandaran and Golistan, Esfahan, South Khorasan, Razavi Khorasan",https://www.erepublik.com/en/main/region/Semnan
478,Iran,523,Isfahan,32.65139,51.679192,Esfahan,,"Southwestern Iran, Yazd, Fars, Northwestern Iran, Semnan, Hormozgan, South Khorasan",https://www.erepublik.com/en/main/region/Esfahan
479,Iran,518,Shiraz,29.6166667,52.5333333,Fars,,"Hormozgan, Esfahan, Kerman Province, Yazd, Southwestern Iran",https://www.erepublik.com/en/main/region/Fars
480,Iran,519,Bandar Abbas,27.1833333,56.2666667,Hormozgan,,"Kerman Province, Fars, Sistan and Baluchistan, Esfahan, Ras al-Khaimah, Umm al Quwain, Fujairah, Eastern Province, Southwestern Iran",https://www.erepublik.com/en/main/region/Hormozgan
481,Iran,528,Ahvaz,31.31671,48.68438,Southwestern Iran,,"Esfahan, Fars, Northwestern Iran, Hormozgan",https://www.erepublik.com/en/main/region/Southwestern-Iran
482,Iran,517,Tehran,35.6961111,51.4230556,Northwestern Iran,,"Mazandaran and Golistan, Esfahan, Semnan, Eastern Anatolia, Southwestern Iran, Syunik",https://www.erepublik.com/en/main/region/Northwestern-Iran
483,Iran,527,Gorgan,36.8386111,54.4347222,Mazandaran and Golistan,"Neodymium, Cobalt","Razavi Khorasan, Northwestern Iran, Semnan, Volga",https://www.erepublik.com/en/main/region/Mazandaran-and-Golistan
484,Japan,529,Sapporo,43.0620958,141.3543763,Hokkaido,,"Tohoku, Far Eastern Russia, Alaska",https://www.erepublik.com/en/main/region/Hokkaido
485,Japan,530,Sendai,38.268215,140.8693558,Tohoku,,"Hokkaido, Kanto, Chubu, Hamgyong",https://www.erepublik.com/en/main/region/Tohoku
486,Japan,239,Tokyo,35.6894875,139.6917064,Kanto,"Fish, Fruits, Cattle","Chubu, Tohoku",https://www.erepublik.com/en/main/region/Kanto
487,Japan,531,Nagoya,35.1814464,136.906398,Chubu,,"Kinki, Kanto, Tohoku",https://www.erepublik.com/en/main/region/Chubu
488,Japan,532,Osaka,34.6937378,135.5021651,Kinki,"Magnesium, Titanium, Wolfram","Chugoku, Shikoku, Chubu",https://www.erepublik.com/en/main/region/Kinki
489,Japan,533,Hiroshima,34.3852029,132.4552927,Chugoku,"Sand, Wood","Kyushu, Shikoku, Kinki, Gyeongsangbuk-do, Gyeongsangnam-do",https://www.erepublik.com/en/main/region/Chugoku
490,Japan,534,Matsuyama,33.8391574,132.7655752,Shikoku,,"Kyushu, Chugoku, Kinki",https://www.erepublik.com/en/main/region/Shikoku
491,Japan,535,Fukuoka,33.5903547,130.4017155,Kyushu,,"Chugoku, Shikoku, Gyeongsangnam-do, Jeju, Hawaii, Shanghai, Zhejiang, Fujian, Eastern Taiwan",https://www.erepublik.com/en/main/region/Kyushu
492,Pakistan,536,Quetta,30.209459,67.018173,Balochistan,"Fish, Iron, Magnesium, Titanium","Sindh, North-West Frontier Province, Punjab, Sistan and Baluchistan",https://www.erepublik.com/en/main/region/Balochistan
493,Pakistan,537,Peshawar,34.004299,71.54483,North-West Frontier Province,"Grain, Fruits, Cattle, Deer","Punjab, Balochistan, Jammu and Kashmir, Xinjiang",https://www.erepublik.com/en/main/region/North-West-Frontier
494,Pakistan,540,Islamabad,33.718151,73.060547,Punjab,Fish,"North-West Frontier Province, Balochistan, Rajasthan, Jammu and Kashmir, Northern India, Sindh",https://www.erepublik.com/en/main/region/Punjab
495,Pakistan,539,Karachi,24.893379,67.0280609,Sindh,Sand,"Balochistan, Gujarat, Rajasthan, Punjab",https://www.erepublik.com/en/main/region/Sindh
497,South Africa,542,Bhisho,-32.8494444,27.4380556,Eastern Cape,,"Western Cape, Free State, KwaZulu Natal, Western Australia, Northern Cape",https://www.erepublik.com/en/main/region/Eastern-Cape
498,South Africa,543,Bloemfontein,-29.118349,26.22492,Free State,"Iron, Cobalt","Northern Cape, Eastern Cape, North West Province, KwaZulu Natal, Gauteng, Mpumalanga",https://www.erepublik.com/en/main/region/Free-State
499,South Africa,541,Pretoria,-25.73134,28.21837,Gauteng,"Neodymium, Magnesium, Titanium, Wolfram","North West Province, Mpumalanga, Limpopo, Free State",https://www.erepublik.com/en/main/region/Gauteng
500,South Africa,544,Pietermaritzburg,-29.6178994,30.3824892,KwaZulu Natal,,"Eastern Cape, Free State, Western Australia, Mpumalanga",https://www.erepublik.com/en/main/region/KwaZulu-Natal
501,South Africa,545,Polokwane,-23.891581,29.4496,Limpopo,"Saltpeter, Aluminum, Oil, Rubber","Mpumalanga, Gauteng, North West Province",https://www.erepublik.com/en/main/region/Limpopo
502,South Africa,546,Nelspruit,-25.4658333,30.9852778,Mpumalanga,,"Gauteng, Limpopo, KwaZulu Natal, Free State",https://www.erepublik.com/en/main/region/Mpumalanga
503,South Africa,548,Mmabatho,-25.8377623,25.594752,North West Province,,"Gauteng, Free State, Northern Cape, Northern Cape, Limpopo",https://www.erepublik.com/en/main/region/North-West-Province
504,South Africa,547,Kimberley,-28.72929,24.75404,Northern Cape,,"Free State, Parana and Santa Catarina, Western Cape, Eastern Cape, North West Province, North West Province, Rio Grande do Sul, South South States",https://www.erepublik.com/en/main/region/Northern-Cape
505,South Africa,549,Cape Town,-33.9248685,18.4240553,Western Cape,,"Eastern Cape, Pampas, Northern Cape, Charrua",https://www.erepublik.com/en/main/region/Western-Cape
507,Thailand,550,Bangkok,13.7522222,100.4938889,Central Thailand,"Cobalt, Titanium, Wolfram","North-Eastern Thailand, Eastern Thailand, Southern Thailand, Northern Thailand",https://www.erepublik.com/en/main/region/Central-Thailand
508,Thailand,551,Chiang Mai,18.7964642,98.6600586,Northern Thailand,"Saltpeter, Aluminum, Oil","North-Eastern Thailand, Central Thailand",https://www.erepublik.com/en/main/region/Northern-Thailand
509,Thailand,553,Rayong,12.8308447,101.4339148,Eastern Thailand,,"Central Thailand, Southern Thailand",https://www.erepublik.com/en/main/region/Eastern-Thailand
510,Thailand,554,Hat Yai,7.0019444,100.4572222,Southern Thailand,,"Eastern Thailand, Sumatra, Tamil Nadu, Peninsular Malaysia, Central Thailand",https://www.erepublik.com/en/main/region/Southern-Thailand
511,Thailand,552,Khon Kaen,15.9717357,102.6216211,North-Eastern Thailand,"Iron, Magnesium","Central Thailand, Northern Thailand",https://www.erepublik.com/en/main/region/North-Eastern-Thailand
512,Turkey,555,Izmir,38.41885,27.12872,Aegean Coast of Turkey,Titanium,"Marmara, Mediterranean Coast of Turkey, Central Anatolia, Black Sea Coast of Turkey, Aegean Islands",https://www.erepublik.com/en/main/region/Aegean-Coast-of-Turkey
513,Turkey,558,Samsun,41.292782,36.33128,Black Sea Coast of Turkey,,"Central Anatolia, Eastern Anatolia, Marmara, Aegean Coast of Turkey, Dobrogea, North Caucasus, Taurida, Abkhazia, West Georgia, Burgas, Varna",https://www.erepublik.com/en/main/region/Black-Sea-Coast-of-Turkey
514,Turkey,237,Ankara,39.92077,32.85411,Central Anatolia,,"Black Sea Coast of Turkey, Mediterranean Coast of Turkey, Aegean Coast of Turkey, Eastern Anatolia, Marmara",https://www.erepublik.com/en/main/region/Central-Anatolia
515,Turkey,557,Erzurum,39.9,41.27,Eastern Anatolia,,"Southeastern Anatolia, Black Sea Coast of Turkey, Northwestern Iran, Central Anatolia, Mediterranean Coast of Turkey, West Georgia, Lower Kartli, Northern Armenia, Central Armenia",https://www.erepublik.com/en/main/region/Eastern-Anatolia
516,Turkey,556,Istanbul,41.00527,28.97696,Marmara,,"Aegean Coast of Turkey, Burgas, Thrace, Plovdiv, Black Sea Coast of Turkey, Aegean Islands, Central Anatolia",https://www.erepublik.com/en/main/region/Marmara
517,Turkey,559,Antalya,36.88414,30.70563,Mediterranean Coast of Turkey,,"Central Anatolia, Southeastern Anatolia, Aegean Coast of Turkey, Eastern Anatolia, Haifa district, Aegean Islands, Northern Cyprus, Lower Egypt",https://www.erepublik.com/en/main/region/Mediterranean-Coast-of-Turkey
518,Turkey,560,Diyarbakir,37.9144099,40.230629,Southeastern Anatolia,,"Mediterranean Coast of Turkey, Eastern Anatolia",https://www.erepublik.com/en/main/region/Southeastern-Anatolia
519,South Korea,240,Seoul,37.566535,126.9779692,Gyeonggi-do,,"Gangwon-do, Chungcheongbuk-do, Shandong, Chungcheongnam-do, Kangwon",https://www.erepublik.com/en/main/region/Gyeonggi
520,South Korea,561,Chuncheon,37.8813153,127.7299707,Gangwon-do,,"Gyeonggi-do, Kangwon, Gyeongsangbuk-do, Chungcheongbuk-do",https://www.erepublik.com/en/main/region/Gangwon
521,South Korea,562,Cheongju,36.6424341,127.4890319,Chungcheongbuk-do,,"Chungcheongnam-do, Gyeongsangbuk-do, Gyeonggi-do, Jeollabuk-do, Gangwon-do",https://www.erepublik.com/en/main/region/Chungcheongbuk
522,South Korea,563,Daejeon,36.3504119,127.3845475,Chungcheongnam-do,Magnesium,"Chungcheongbuk-do, Jeollabuk-do, Shandong, Gyeonggi-do, Jiangsu",https://www.erepublik.com/en/main/region/Chungcheongnam
523,South Korea,565,Jeonju,35.8242238,127.1479532,Jeollabuk-do,,"Gyeongsangnam-do, Gyeongsangbuk-do, Chungcheongnam-do, Jeollanam-do, Jiangsu, Chungcheongbuk-do, Shandong",https://www.erepublik.com/en/main/region/Jeollabuk
524,South Korea,570,Muan,34.9904542,126.4816856,Jeollanam-do,"Fish, Iron, Magnesium","Jeollabuk-do, Jeju, Jiangsu, Gyeongsangnam-do, Northern Taiwan",https://www.erepublik.com/en/main/region/Jeollanam
525,South Korea,566,Daegu,35.8714354,128.601445,Gyeongsangbuk-do,,"Gyeongsangnam-do, Chungcheongbuk-do, Jeollabuk-do, Chugoku, Gangwon-do",https://www.erepublik.com/en/main/region/Gyeongsangbuk
526,South Korea,567,Changwon,35.2708333,128.6630556,Gyeongsangnam-do,"Titanium, Wolfram","Gyeongsangbuk-do, Jeollabuk-do, Chugoku, Kyushu, Jeollanam-do",https://www.erepublik.com/en/main/region/Gyeongsangnam
527,South Korea,568,Jeju City,33.4996213,126.5311884,Jeju,"Grain, Fish, Fruits, Cattle","Jeollanam-do, Jiangsu, Kyushu",https://www.erepublik.com/en/main/region/Jeju
528,Netherlands,144,Amsterdam,52.3702157,4.8951679,Western Netherlands,"Grain, Fruits, Cattle, Deer","Eastern Netherlands, Northern Netherlands, Southern Netherlands",https://www.erepublik.com/en/main/region/Western-Netherlands
529,Netherlands,152,Maastricht,50.8513682,5.6909725,Southern Netherlands,"Limestone, Cobalt, Titanium, Wolfram","Eastern Netherlands, North Rhine-Westphalia, Wallonia, Flanders, Western Netherlands, East of England",https://www.erepublik.com/en/main/region/Southern-Netherlands
530,Netherlands,153,Arnhem,51.9851034,5.8987296,Eastern Netherlands,"Fish, Magnesium","Western Netherlands, Northern Netherlands, Southern Netherlands, Lower Saxony and Bremen, North Rhine-Westphalia",https://www.erepublik.com/en/main/region/Eastern-Netherlands
531,Netherlands,379,Groningen,53.2193835,6.5665018,Northern Netherlands,,"Eastern Netherlands, Western Netherlands, Lower Saxony and Bremen, Vestlandet",https://www.erepublik.com/en/main/region/Northern-Netherlands
532,Russia,235,Moscow,55.7512419,37.6184217,Moscow and Central Russia,,"Northern Russia, Central Black Earth, Volga Vyatka, Leningrad Oblast, Volga, Siveria, Kirde-Eesti, Kesk-Eesti, Louna-Eesti, Latgale, Homelskaya, Mahilyowskaya, Vitsebskaya",https://www.erepublik.com/en/main/region/Moscow-and-Central-Russia
533,Russia,571,Voronezh,51.6568874,39.2025339,Central Black Earth,,"Moscow and Central Russia, North Caucasus, Sloboda, Volga, Siveria, Donbas",https://www.erepublik.com/en/main/region/Central-Black-Earth
534,Russia,573,Krasnoyarsk,56.0107893,92.8527745,Eastern Siberia,"Neodymium, Cobalt","Far Eastern Russia, Western Siberia, Inner Mongolia",https://www.erepublik.com/en/main/region/Eastern-Siberia
535,Russia,574,Khabarovsk,48.485637,135.0795875,Far Eastern Russia,,"Eastern Siberia, Heilongjiang, Jilin, Hokkaido, Alaska, Hamgyong",https://www.erepublik.com/en/main/region/Far-Eastern-Russia
536,Russia,575,Arhangelsk,64.5470519,40.5520904,Northern Russia,,"Leningrad Oblast, Moscow and Central Russia, Volga Vyatka, Lapland, Oulu, Eastern Finland, Nord-Norge, Urals, Western Siberia",https://www.erepublik.com/en/main/region/Northern-Russia
537,Russia,576,Rostov on Don,47.233333,39.7,North Caucasus,,"Central Black Earth, Volga, Donbas, Taurida, Black Sea Coast of Turkey, Abkhazia, West Georgia, Inner Kartli, Kakheti",https://www.erepublik.com/en/main/region/North-Caucasus
538,Russia,572,St Petersburg,59.9395237,30.3120206,Leningrad Oblast,,"Northern Russia, Moscow and Central Russia, Southern Finland, Eastern Finland, Kaliningrad",https://www.erepublik.com/en/main/region/Leningrad-Oblast
540,Russia,578,Yekaterinburg,56.8375237,60.6032718,Urals,,"Volga Vyatka, Western Siberia, Volga, Northern Russia",https://www.erepublik.com/en/main/region/Urals
541,Russia,579,Nizhny Novgorod,56.3278517,44.0006851,Volga Vyatka,"Grain, Fruits, Cattle, Deer","Moscow and Central Russia, Volga, Northern Russia, Urals",https://www.erepublik.com/en/main/region/Volga-Vyatka
542,Russia,580,Novosibirsk,55.0300636,82.9199423,Western Siberia,"Saltpeter, Aluminum, Oil, Rubber","Eastern Siberia, Urals, Xinjiang, Northern Russia",https://www.erepublik.com/en/main/region/Western-Siberia
543,Russia,581,Kaliningrad,54.7102892,20.5090155,Kaliningrad,,"Mazuria, Pomerania, Lithuania Minor, Sudovia, Leningrad Oblast",https://www.erepublik.com/en/main/region/Kaliningrad
